ID,Sentence
412,"In the PON architecture, all packets sent from OLTto the splitter are replicated at the splitter (similar to a cable head end)."
413,FTTH can potentially provide Internet access rates in the gigabits per second range.
414,"However, most
FTTH ISPs provide different rate offerings, with the higher rates naturally costing more money."
415,Theaverage downstream speed of US FTTH customers was approximately 20 Mbps in 2011 (comparedwith 13 Mbps for cable access networks and less than 5 Mbps for DSL) [FTTH Council 2011b].
416,Two other access network technologies are also used to provide Internet access to the home.
417,"In
locations where DSL, cable, and FTTH are not available (e.g., in some rural settings), a satellite link canbe used to connect a residence to the Internet at speeds of more than 1 Mbps; StarBand andHughesNet are two such satellite access providers."
418,"Dial-up access over traditional phone lines is basedon the same model as DSL—a home modem connects over a phone line to a modem in the ISP.Compared with DSL and other broadband access networks, dial-up access is excruciatingly slow at 56kbps."
419,"Access in the Enterprise (and the Home): Ethernet and WiFi
On corporate and university campuses, and increasingly in home settings, a local area network (LAN) is
used to connect an end system to the edge router."
420,"Although there are many types of LAN technologies,Ethernet is by far the most prevalent access technology in corporate, university, and home networks."
421,"As
shown in Figure 1.8, Ethernet users use twisted-pair copper wire to connect to an Ethernet switch, a
technology discussed in detail in Chapter 6."
422,"The Ethernet switch, or a network of suchFigure 1.8 Ethernet Internet access
interconnected switches, is then in turn connected into the larger Internet."
423,"With Ethernet access, users
typically have 100 Mbps or 1 Gbps access to the Ethernet switch, whereas servers may have 1 Gbps or
even 10 Gbps access."
424,"Increasingly, however, people are accessing the Internet wirelessly from laptops, smartphones, tablets,
and other “things” (see earlier sidebar on “ Internet of Things ”)."
425,"In a wireless LAN setting, wireless
users transmit/receive packets to/from an access point that is connected into the enterprise’s network
(most likely using wired Ethernet), which in turn is connected to the wired Internet."
426,A wireless LAN usermust typically be within a few tens of meters of the access point.
427,"Wireless LAN access based on IEEE802.11 technology, more colloquially known as WiFi, is now just about everywhere—universities,
business offices, cafes, airports, homes, and even in airplanes."
428,"In many cities, one can stand on a street
corner and be within range of ten or twenty base stations (for a browseable global map of 802.11 basestations that have been discovered and logged on a Web site by people who take great enjoyment in
doing such things, see [wigle.net 2016])."
429,"As discussed in detail in Chapter 7, 802.11 today provides a
shared transmission rate of up to more than 100 Mbps."
430,"Even though Ethernet and WiFi access networks were initially deployed in enterprise (corporate,
university) settings, they have recently become relatively common components of home networks."
431,"Many
homes combine broadband residential access (that is, cable modems or DSL) with these inexpensive
wireless LAN technologies to create powerful home networks [Edwards 2011]."
432,"Figure 1.9 shows a
typical home network."
433,"This home network consists of a roaming laptop as well as a wired PC; a base
station (the wireless access point), which communicates with the wireless PC and other wirelessdevices in the home; a cable modem, providing broadband access to the Internet; and a router, whichinterconnects the base station and the stationary PC with the cable modem."
434,This network allowshousehold members to have broadband access to the Internet with one member roaming from thekitchen to the backyard to the bedrooms.
435,"Figure 1.9 A typical home network
Wide-Area Wireless Access: 3G and LTE
Increasingly, devices such as iPhones and Android devices are being used to message, share photos in
social networks, watch movies, and stream music while on the run."
436,These devices employ the samewireless infrastructure used for cellular telephony to send/receive packets through a base station that isoperated by the cellular network provider.
437,"Unlike WiFi, a user need only be within a few tens ofkilometers (as opposed to a few tens of meters) of the base station."
438,"Telecommunications companies have made enormous investments in so-called third-generation (3G)
wireless, which provides packet-switched wide-area wireless Internet access at speeds in excess of 1
Mbps."
439,"But even higher-speed wide-area access technologies—a fourth-generation (4G) of wide-area
wireless networks—are already being deployed."
440,"LTE (for “Long-Term Evolution”—a candidate for BadAcronym of the Year Award) has its roots in 3G technology, and can achieve rates in excess of 10Mbps."
441,"LTE downstream rates of many tens of Mbps have been reported in commercial deployments.We’ll cover the basic principles of wireless networks and mobility, as well as WiFi, 3G, and LTE
technologies (and more!) in Chapter 7."
442,"1.2.2 Physical Media
In the previous subsection, we gave an overview of some of the most important network access
technologies in the Internet."
443,"As we described these technologies, we also indicated the physical mediaused."
444,"For example, we said that HFC uses a combination of fiber cable and coaxial cable."
445,We said thatDSL and Ethernet use copper wire.
446,And we said that mobile access networks use the radio spectrum.
447,"Inthis subsection we provide a brief overview of these and other transmission media that are commonly
used in the Internet.In order to define what is meant by a physical medium, let us reflect on the brief life of a bit."
448,"Consider a
bit traveling from one end system, through a series of links and routers, to another end system."
449,"Thispoor bit gets kicked around and transmitted many, many times! The source end system first transmits
the bit, and shortly thereafter the first router in the series receives the bit; the first router then transmitsthe bit, and shortly thereafter the second router receives the bit; and so on."
450,"Thus our bit, when traveling
from source to destination, passes through a series of transmitter-receiver pairs."
451,"For each transmitter-
receiver pair, the bit is sent by propagating electromagnetic waves or optical pulses across a physical
medium."
452,The physical medium can take many shapes and forms and does not have to be of the sametype for each transmitter-receiver pair along the path.
453,"Examples of physical media include twisted-paircopper wire, coaxial cable, multimode fiber-optic cable, terrestrial radio spectrum, and satellite radiospectrum."
454,Physical media fall into two categories: guided media  and unguided media .
455,"With guided
media, the waves are guided along a solid medium, such as a fiber-optic cable, a twisted-pair copperwire, or a coaxial cable."
456,"With unguided media, the waves propagate in the atmosphere and in outer
space, such as in a wireless LAN or a digital satellite channel."
457,"But before we get into the characteristics of the various media types, let us say a few words about their
costs."
458,"The actual cost of the physical link (copper wire, fiber-optic cable, and so on) is often relativelyminor compared with other networking costs."
459,"In particular, the labor cost associated with the installationof the physical link can be orders of magnitude higher than the cost of the material."
460,"For this reason,many builders install twisted pair, optical fiber, and coaxial cable in every room in a building."
461,"Even if onlyone medium is initially used, there is a good chance that another medium could be used in the nearfuture, and so money is saved by not having to lay additional wires in the future."
462,"Twisted-Pair Copper Wire
The least expensive and most commonly used guided transmission medium is twisted-pair copper wire."
463,For over a hundred years it has been used by telephone networks.
464,"In fact, more than 99 percent of thewired connections from the telephone handset to the local telephone switch use twisted-pair copperwire."
465,Most of us have seen twisted pair in our homes (or those of our parents or grandparents!) andwork environments.
466,"Twisted pair consists of two insulated copper wires, each about 1 mm thick,arranged in a regular spiral pattern."
467,"The wires are twisted together to reduce the electrical interference
from similar pairs close by."
468,"Typically, a number of pairs are bundled together in a cable by wrapping the
pairs in a protective shield."
469,A wire pair constitutes a single communication link.
470,"Unshielded twisted
pair (UTP) is commonly used for computer networks within a building, that is, for LANs. Data rates forLANs using twisted pair today range from 10 Mbps to 10 Gbps."
471,The data rates that can be achieveddepend on the thickness of the wire and the distance between transmitter and receiver.
472,"When fiber-optic technology emerged in the 1980s, many people disparaged twisted pair because of its
relatively low bit rates."
473,"Some people even felt that fiber-optic technology would completely replace
twisted pair."
474,But twisted pair did not give up so easily.
475,"Modern twisted-pair technology, such as category6a cable, can achieve data rates of 10 Gbps for distances up to a hundred meters."
476,"In the end, twisted
pair has emerged as the dominant solution for high-speed LAN networking."
477,"As discussed earlier, twisted pair is also commonly used for residential Internet access."
478,"We saw that
dial-up modem technology enables access at rates of up to 56 kbps over twisted pair."
479,"We also saw that
DSL (digital subscriber line) technology has enabled residential users to access the Internet at tens of
Mbps over twisted pair (when users live close to the ISP’s central office)."
480,"Coaxial Cable
Like twisted pair, coaxial cable consists of two copper conductors, but the two conductors are concentric
rather than parallel."
481,"With this construction and special insulation and shielding, coaxial cable canachieve high data transmission rates."
482,Coaxial cable is quite common in cable television systems.
483,"As wesaw earlier, cable television systems have recently been coupled with cable modems to provide
residential users with Internet access at rates of tens of Mbps."
484,"In cable television and cable Internet
access, the transmitter shifts the digital signal to a specific frequency band, and the resulting analogsignal is sent from the transmitter to one or more receivers."
485,Coaxial cable can be used as a guidedshared medium.
486,"Specifically, a number of end systems can be connected directly to the cable, witheach of the end systems receiving whatever is sent by the other end systems."
487,"Fiber Optics
An optical fiber is a thin, flexible medium that conducts pulses of light, with each pulse representing a
bit."
488,"A single optical fiber can support tremendous bit rates, up to tens or even hundreds of gigabits per
second."
489,"They are immune to electromagnetic interference, have very low signal attenuation up to 100kilometers, and are very hard to tap."
490,"These characteristics have made fiber optics the preferred long-haul guided transmission media, particularly for overseas links."
491,Many of the long-distance telephonenetworks in the United States and elsewhere now use fiber optics exclusively.
492,Fiber optics is alsoprevalent in the backbone of the Internet.
493,"However, the high cost of optical devices—such astransmitters, receivers, and switches—has hindered their deployment for short-haul transport, such as ina LAN or into the home in a residential access network."
494,"The Optical Carrier (OC) standard link speeds
range from 51.8 Mbps to 39.8 Gbps; these specifications are often referred to as OC- n, where the link
speed equals n ∞ 51.8 Mbps."
495,"Standards in use today include OC-1, OC-3, OC-12, OC-24, OC-48, OC-
96, OC-192, OC-768."
496,"[Mukherjee 2006 , Ramaswami 2010]  provide coverage of various aspects of
optical networking."
497,"Terrestrial Radio Channels
Radio channels carry signals in the electromagnetic spectrum."
498,"They are an attractive medium because
they require no physical wire to be installed, can penetrate walls, provide connectivity to a mobile user,and can potentially carry a signal for long distances."
499,"The characteristics of a radio channel depend
significantly on the propagation environment and the distance over which a signal is to be carried."
500,"Environmental considerations determine path loss and shadow fading (which decrease the signalstrength as the signal travels over a distance and around/through obstructing objects), multipath fading(due to signal reflection off of interfering objects), and interference (due to other transmissions and
electromagnetic signals)."
501,"Terrestrial radio channels can be broadly classified into three groups: those that operate over very short
distance (e.g., with one or two meters); those that operate in local areas, typically spanning from ten to afew hundred meters; and those that operate in the wide area, spanning tens of kilometers."
502,"Personaldevices such as wireless headsets, keyboards, and medical devices operate over short distances; the
wireless LAN technologies described in Section 1.2.1 use local-area radio channels; the cellular access
technologies use wide-area radio channels."
503,We’ll discuss radio channels in detail in Chapter 7.
504,"Satellite Radio Channels
A communication satellite links two or more Earth-based microwave transmitter/ receivers, known as
ground stations."
505,"The satellite receives transmissions on one frequency band, regenerates the signalusing a repeater (discussed below), and transmits the signal on another frequency."
506,"Two types ofsatellites are used in communications: geostationary satellites and low-earth orbiting (LEO)
satellites  [Wiki Satellite 2016]."
507,Geostationary satellites permanently remain above the same spot on Earth.
508,"This stationary presence isachieved by placing the satellite in orbit at 36,000 kilometers above Earth’s surface."
509,This huge distancefrom ground station through satellite back to ground station introduces a substantial signal propagationdelay of 280 milliseconds.
510,"Nevertheless, satellite links, which can operate at speeds of hundreds ofMbps, are often used in areas without access to DSL or cable-based Internet access."
511,LEO satellites are placed much closer to Earth and do not remain permanently above one spot on Earth.
512,"They rotate around Earth (just as the Moon does) and may communicate with each other, as well aswith ground stations."
513,"To provide continuous coverage to an area, many satellites need to be placed in
orbit."
514,There are currently many low-altitude communication systems in development.
515,"LEO satellite
technology may be used for Internet access sometime in the future.1.3 The Network Core
Having examined the Internet’s edge, let us now delve more deeply inside the network core—the mesh
of packet switches and links that interconnects the Internet’s end systems."
516,"Figure 1.10 highlights the
network core with thick, shaded lines."
517,"Figure 1.10 The network core
1.3.1 Packet Switching
In a network application, end systems exchange messages  with each other."
518,"Messages can contain
anything the application designer wants."
519,"Messages may perform a control function (for example, the “Hi”
messages in our handshaking example in Figure 1.2) or can contain data, such as an e-mail message,
a JPEG image, or an MP3 audio file."
520,"To send a message from a source end system to a destination end
system, the source breaks long messages into smaller chunks of data known as packets ."
521,"Between
source and destination, each packet travels through communication links and packet switches (for
which there are two predominant types, routers and link-layer switches)."
522,"Packets are transmitted over
each communication link at a rate equal to the full transmission rate of the link."
523,"So, if a source end
system or a packet switch is sending a packet of L bits over a link with transmission rate R bits/sec, then
the time to transmit the packet is L / R seconds."
524,Store-and-Forward TransmissionMost packet switches use store-and-forward transmission at the inputs to the links.
525,"Store-and-forward
transmission means that the packet switch must receive the entire packet before it can begin to transmit
the first bit of the packet onto the outbound link."
526,"To explore store-and-forward transmission in moredetail, consider a simple network consisting of two end systems connected by a single router, as shown
in Figure 1.11."
527,"A router will typically have many incident links, since its job is to switch an incoming
packet onto an outgoing link; in this simple example, the router has the rather simple task of transferring
a packet from one (input) link to the only other attached link."
528,"In this example, the source has three
packets, each consisting of L bits, to send to the destination."
529,"At the snapshot of time shown in Figure
1.11, the source has transmitted some of packet 1, and the front of packet 1 has already arrived at the
router."
530,"Because the router employs store-and-forwarding, at this instant of time, the router cannot
transmit the bits it has received; instead it must first buffer (i.e., “store”) the packet’s bits."
531,"Only after the
router has received all of the packet’s bits can it begin to transmit (i.e., “forward”) the packet onto the
outbound link."
532,"To gain some insight into store-and-forward transmission, let’s now calculate the amount
of time that elapses from when the source begins to send the packet until the destination has receivedthe entire packet."
533,"(Here we will ignore propagation delay—the time it takes for the bits to travel across
the wire at near the speed of light—which will be discussed in Section 1.4.) The source begins to
transmit at time 0; at time L/R seconds, the source has transmitted the entire packet, and the entire
packet has been received and stored at the router (since there is no propagation delay)."
534,"At time L/R
seconds, since the router has just received the entire packet, it can begin to transmit the packet onto theoutbound link towards the destination; at time 2 L/R, the router has transmitted the entire packet, and theentire packet has been received by the destination."
535,"Thus, the total delay is 2 L/R."
536,"If the
Figure 1.11 Store-and-forward packet switching
switch instead forwarded bits as soon as they arrive (without first receiving the entire packet), then the
total delay would be L/R since bits are not held up at the router."
537,"But, as we will discuss in Section 1.4,
routers need to receive, store, and process the entire packet before forwarding."
538,Now let’s calculate the amount of time that elapses from when the source begins to send the first packetuntil the destination has received all three packets.
539,"As before, at time L/R, the router begins to forward
the first packet."
540,"But also at time L/R the source will begin to send the second packet, since it has just
finished sending the entire first packet."
541,"Thus, at time 2 L/R, the destination has received the first packet
and the router has received the second packet."
542,"Similarly, at time 3 L/R, the destination has received the
first two packets and the router has received the third packet."
543,"Finally, at time 4 L/R the destination has
received all three packets!
Let’s now consider the general case of sending one packet from source to destination over a path
consisting of N links each of rate R (thus, there are N-1 routers between source and destination)."
544,"Applying the same logic as above, we see that the end-to-end delay is:
You may now want to try to determine what the delay would be for P packets sent over a series of N
links."
545,"Queuing Delays and Packet Loss
Each packet switch has multiple links attached to it."
546,"For each attached link, the packet switch has an
output buffer  (also called an output queue ), which stores packets that the router is about to send into
that link."
547,The output buffers play a key role in packet switching.
548,"If an arriving packet needs to betransmitted onto a link but finds the link busy with the transmission of another packet, the arriving packet
must wait in the output buffer."
549,"Thus, in addition to the store-and-forward delays, packets suffer output
buffer queuing delays ."
550,"These delays are variable and depend on the level of congestion in the network.dend-to-end =NLR (1.1)Since the amount of buffer space is finite, an
Figure 1.12 Packet switching
arriving packet may find that the buffer is completely full with other packets waiting for transmission."
551,"In
this case, packet loss will occur—either the arriving packet or one of the already-queued packets will
be dropped."
552,Figure 1.12 illustrates a simple packet-switched network.
553,"As in Figure 1.11, packets are represented by
three-dimensional slabs."
554,The width of a slab represents the number of bits in the packet.
555,"In this figure,
all packets have the same width and hence the same length."
556,Suppose Hosts A and B are sendingpackets to Host E.
557,Hosts A and B first send their packets along 100 Mbps Ethernet links to the firstrouter.
558,The router then directs these packets to the 15 Mbps link.
559,"If, during a short interval of time, thearrival rate of packets to the router (when converted to bits per second) exceeds 15 Mbps, congestion
will occur at the router as packets queue in the link’s output buffer before being transmitted onto the link."
560,"For example, if Host A and B each send a burst of five packets back-to-back at the same time, thenmost of these packets will spend some time waiting in the queue."
561,"The situation is, in fact, entirelyanalogous to many common-day situations—for example, when we wait in line for a bank teller or wait in
front of a tollbooth."
562,"We’ll examine this queuing delay in more detail in Section 1.4.
Forwarding Tables and Routing Protocols
Earlier, we said that a router takes a packet arriving on one of its attached communication links and
forwards that packet onto another one of its attached communication links."
563,"But how does the router
determine which link it should forward the packet onto?"
564,Packet forwarding is actually done in differentways in different types of computer networks.
565,"Here, we briefly describe how it is done in the Internet.In the Internet, every end system has an address called an IP address."
566,"When a source end system
wants to send a packet to a destination end system, the source includes the destination’s IP address inthe packet’s header."
567,"As with postal addresses, this address has a hierarchical structure."
568,"When a packetarrives at a router in the network, the router examines a portion of the packet’s destination address andforwards the packet to an adjacent router."
569,"More specifically, each router has a forwarding table  that
maps destination addresses (or portions of the destination addresses) to that router’s outbound links.When a packet arrives at a router, the router examines the address and searches its forwarding table,using this destination address, to find the appropriate outbound link."
570,The router then directs the packetto this outbound link.
571,"The end-to-end routing process is analogous to a car driver who does not use maps but instead prefers
to ask for directions."
572,"For example, suppose Joe is driving from Philadelphia to 156 Lakeside Drive inOrlando, Florida."
573,"Joe first drives to his neighborhood gas station and asks how to get to 156 Lakeside
Drive in Orlando, Florida."
574,"The gas station attendant extracts the Florida portion of the address and tells
Joe that he needs to get onto the interstate highway I-95 South, which has an entrance just next to thegas station."
575,"He also tells Joe that once he enters Florida, he should ask someone else there."
576,"Joe thentakes I-95 South until he gets to Jacksonville, Florida, at which point he asks another gas stationattendant for directions."
577,The attendant extracts the Orlando portion of the address and tells Joe that heshould continue on I-95 to Daytona Beach and then ask someone else.
578,"In Daytona Beach, another gasstation attendant also extracts the Orlando portion of the address and tells Joe that he should take I-4directly to Orlando."
579,Joe takes I-4 and gets off at the Orlando exit.
580,"Joe goes to another gas stationattendant, and this time the attendant extracts the Lakeside Drive portion of the address and tells Joe
the road he must follow to get to Lakeside Drive."
581,"Once Joe reaches Lakeside Drive, he asks a kid on a
bicycle how to get to his destination."
582,The kid extracts the 156 portion of the address and points to thehouse.
583,Joe finally reaches his ultimate destination.
584,"In the above analogy, the gas station attendants andkids on bicycles are analogous to routers."
585,"We just learned that a router uses a packet’s destination address to index a forwarding table and
determine the appropriate outbound link."
586,But this statement begs yet another question: How doforwarding tables get set?
587,"Are they configured by hand in each and every router, or does the Internet
use a more automated procedure?"
588,This issue will be studied in depth in Chapter 5.
589,"But to whet your
appetite here, we’ll note now that the Internet has a number of special routing protocols  that are used
to automatically set the forwarding tables."
590,"A routing protocol may, for example, determine the shortest
path from each router to each destination and use the shortest path results to configure the forwardingtables in the routers."
591,How would you actually like to see the end-to-end route that packets take in the Internet?
592,"We now invite
you to get your hands dirty by interacting with the Trace-route program."
593,"Simply visit the site
www.traceroute.org, choose a source in a particular country, and trace the route from that source to
your computer."
594,"(For a discussion of Traceroute, see Section 1.4.)1.3.2 Circuit Switching
There are two fundamental approaches to moving data through a network of links and switches: circuit
switching  and packet switching."
595,"Having covered packet-switched networks in the previous
subsection, we now turn our attention to circuit-switched networks."
596,"In circuit-switched networks, the resources needed along a path (buffers, link transmission rate) to
provide for communication between the end systems are reserved  for the duration of the communication
session between the end systems."
597,"In packet-switched networks, these resources are not reserved; a
session’s messages use the resources on demand and, as a consequence, may have to wait (that is,
queue) for access to a communication link."
598,"As a simple analogy, consider two restaurants, one thatrequires reservations and another that neither requires reservations nor accepts them."
599,"For therestaurant that requires reservations, we have to go through the hassle of calling before we leave home.But when we arrive at the restaurant we can, in principle, immediately be seated and order our meal.For the restaurant that does not require reservations, we don’t need to bother to reserve a table."
600,"But
when we arrive at the restaurant, we may have to wait for a table before we can be seated."
601,Traditional telephone networks are examples of circuit-switched networks.
602,"­Consider what happens
when one person wants to send information (voice or facsimile) to another over a telephone network."
603,"Before the sender can send the information, the network must establish a connection between the
sender and the receiver."
604,"This is a bona fide  connection for which the switches on the path between the
sender and receiver maintain connection state for that connection."
605,"In the jargon of telephony, this
connection is called a circuit."
606,"When the network establishes the circuit, it also reserves a constant
transmission rate in the network’s links (representing a fraction of each link’s transmission capacity) for
the duration of the connection."
607,"Since a given transmission rate has been reserved for this sender-to-
receiver connection, the sender can transfer the data to the receiver at the guaranteed  constant rate."
608,Figure 1.13 illustrates a circuit-switched network.
609,"In this network, the four circuit switches are
interconnected by four links."
610,"Each of these links has four circuits, so that each link can support four
simultaneous connections."
611,"The hosts (for example, PCs and workstations) are each directly connectedto one of the switches."
612,"When two hosts want to communicate, the network establishes a dedicated end-
to-end connection  between the two hosts."
613,"Thus, in order for Host A to communicate with Host B, the
network must first reserve one circuit on each of two links."
614,"In this example, the dedicated end-to-endconnection uses the second circuit in the first link and the fourth circuit in the second link."
615,"Because eachlink has four circuits, for each link used by the end-to-end connection, the connection gets one fourth ofthe link’s total transmission capacity for the duration of the connection."
616,"Thus, for example, if each linkbetween adjacent switches has a transmission rate of 1 Mbps, then each end-to-end circuit-switchconnection gets 250 kbps of dedicated transmission rate.Figure 1.13 A simple circuit-switched network consisting of four switches and four links
In contrast, consider what happens when one host wants to send a packet to another host over a
packet-switched network, such as the Internet."
617,"As with circuit switching, the packet is transmitted over a
series of communication links."
618,"But different from circuit switching, the packet is sent into the networkwithout reserving any link resources whatsoever."
619,"If one of the links is congested because other packetsneed to be transmitted over the link at the same time, then the packet will have to wait in a buffer at thesending side of the transmission link and suffer a delay."
620,"The Internet makes its best effort to deliverpackets in a timely manner, but it does not make any guarantees."
621,"Multiplexing in Circuit-Switched Networks
A circuit in a link is implemented with either frequency-division multiplexing (FDM)  or time-division
multiplexing (TDM) ."
622,"With FDM, the frequency spectrum of a link is divided up among the connections
established across the link."
623,"Specifically, the link dedicates a frequency band to each connection for the
duration of the connection."
624,"In telephone networks, this frequency band typically has a width of 4 kHz(that is, 4,000 hertz or 4,000 cycles per second)."
625,"The width of the band is called, not surprisingly, the
bandwidth ."
626,"FM radio stations also use FDM to share the frequency spectrum between 88 MHz and 108
MHz, with each station being allocated a specific frequency band."
627,"For a TDM link, time is divided into frames of fixed duration, and each frame is divided into a fixed
number of time slots."
628,"When the network establishes a connection across a link, the network dedicates
one time slot in every frame to this connection."
629,"These slots are dedicated for the sole use of thatconnection, with one time slot available for use (in every frame) to transmit the connection’s data."
630,"
Figure 1.14
With FDM, each circuit continuously gets a fraction of the bandwidth."
631,"With TDM, each circuit gets all of
the bandwidth periodically during brief intervals of time (that is, during slots)
Figure 1.14 illustrates FDM and TDM for a specific network link supporting up to four circuits."
632,"For FDM,
the frequency domain is segmented into four bands, each of bandwidth 4 kHz. For TDM, the time
domain is segmented into frames, with four time slots in each frame; each circuit is assigned the samededicated slot in the revolving TDM frames."
633,"For TDM, the transmission rate of a circuit is equal to theframe rate multiplied by the number of bits in a slot."
634,"For example, if the link transmits 8,000 frames persecond and each slot consists of 8 bits, then the transmission rate of each circuit is 64 kbps."
635,"Proponents of packet switching have always argued that circuit switching is wasteful because the
dedicated circuits are idle during silent periods ."
636,"For example, when one person in a telephone call
stops talking, the idle network resources (frequency bands or time slots in the links along the
connection’s route) cannot be used by other ongoing connections."
637,"As another example of how theseresources can be underutilized, consider a radiologist who uses a circuit-switched network to remotelyaccess a series of x-rays."
638,"The radiologist sets up a connection, requests an image, contemplates theimage, and then requests a new image."
639,"Network resources are allocated to the connection but are notused (i.e., are wasted) during the radiologist’s contemplation periods."
640,"Proponents of packet switchingalso enjoy pointing out that establishing end-to-end circuits and reserving end-to-end transmission
capacity is complicated and requires complex signaling software to coordinate the operation of the
switches along the end-to-end path."
641,"Before we finish our discussion of circuit switching, let’s work through a numerical example that should
shed further insight on the topic."
642,"Let us consider how long it takes to send a file of 640,000 bits fromHost A to Host B over a circuit-switched network."
643,Suppose that all links in the network use TDM with 24slots and have a bit rate of 1.536 Mbps.
644,Also suppose that it takes 500 msec to establish an end-to-endcircuit before Host A can begin to transmit the file.
645,How long does it take to send the file?
646,"Each circuithas a transmission rate of  so it takes  seconds to
transmit the file."
647,"To this 10 seconds we add the circuit establishment time, giving 10.5 seconds to sendthe file."
648,Note that the transmission time is independent of the number of links: The transmission timewould be 10 seconds if the end-to-end circuit passed through one link or a hundred links.
649,"(The actual
(1.536 Mbps)/24=64 kbps, (640,000 bits)/(64 kbps)=10end-to-end delay also includes a propagation delay; see Section 1.4.)
Packet Switching Versus Circuit Switching
Having described circuit switching and packet switching, let us compare the two."
650,"Critics of packet
switching have often argued that packet switching is not suitable for real-time services (for example,
telephone calls and video conference calls) because of its variable and unpredictable end-to-end delays(due primarily to variable and unpredictable queuing delays)."
651,"Proponents of packet switching argue that(1) it offers better sharing of transmission capacity than circuit switching and (2) it is simpler, moreefficient, and less costly to implement than circuit switching."
652,"An interesting discussion of packet
switching versus circuit switching is [Molinero-Fernandez 2002]."
653,"Generally speaking, people who do
not like to hassle with ­restaurant reservations prefer packet switching to circuit switching."
654,Why is packet switching more efficient?
655,Let’s look at a simple example.
656,"Suppose users share a 1 Mbps
link."
657,"Also suppose that each user alternates between periods of activity, when a user generates data ata constant rate of 100 kbps, and periods of inactivity, when a user generates no data."
658,"Suppose furtherthat a user is active only 10 percent of the time (and is idly drinking coffee during the remaining 90
percent of the time)."
659,"With circuit switching, 100 kbps must be reserved  for each user at all times."
660,"For
example, with circuit-switched TDM, if a one-second frame is divided into 10 time slots of 100 ms each,
then each user would be allocated one time slot per frame."
661,"Thus, the circuit-switched link can support only  simultaneous users."
662,"With packet
switching, the probability that a specific user is active is 0.1 (that is, 10 percent)."
663,"If there are 35 users,
the probability that there are 11 or more simultaneously active users is approximately 0.0004."
664,"(Homework Problem P8 outlines how this probability is obtained.) When there are 10 or fewer
simultaneously active users (which happens with probability 0.9996), the aggregate arrival rate of data is
less than or equal to 1 Mbps, the output rate of the link."
665,"Thus, when there are 10 or fewer active users,users’ packets flow through the link essentially without delay, as is the case with circuit switching."
666,"When
there are more than 10 simultaneously active users, then the aggregate arrival rate of packets exceedsthe output capacity of the link, and the output queue will begin to grow."
667,"(It continues to grow until the
aggregate input rate falls back below 1 Mbps, at which point the queue will begin to diminish in length.)
Because the probability of having more than 10 simultaneously active users is minuscule in this
example, packet switching provides essentially the same performance as circuit switching, but does so
while allowing for more than three times the number of users."
668,Let’s now consider a second simple example.
669,"Suppose there are 10 users and that one user suddenly
generates one thousand 1,000-bit packets, while other users remain quiescent and do not generatepackets."
670,"Under TDM circuit switching with 10 slots per frame and each slot consisting of 1,000 bits, theactive user can only use its one time slot per frame to transmit data, while the remaining nine time slots
in each frame remain idle."
671,It will be 10 seconds before all of the active user’s one million bits of data has10(=1 Mbps/100 kbps)been transmitted.
672,"In the case of packet switching, the active user can continuously send its packets at
the full link rate of 1 Mbps, since there are no other users generating packets that need to be
multiplexed with the active user’s packets."
673,"In this case, all of the active user’s data will be transmittedwithin 1 second."
674,"The above examples illustrate two ways in which the performance of packet switching can be superior to
that of circuit switching."
675,"They also highlight the crucial difference between the two forms of sharing a
link’s transmission rate among multiple data streams."
676,"Circuit switching pre-allocates use of thetransmission link regardless of demand, with allocated but unneeded link time going unused."
677,"Packet
switching on the other hand allocates link use on demand."
678," Link transmission capacity will be shared on
a packet-by-packet basis only among those users who have packets that need to be transmitted over
the link."
679,"Although packet switching and circuit switching are both prevalent in today’s telecommunication
networks, the trend has certainly been in the direction of packet switching."
680,"Even many of today’s circuit-
switched telephone networks are slowly migrating toward packet switching."
681,"In particular, telephonenetworks often use packet switching for the expensive overseas portion of a telephone call."
682,"1.3.3 A Network of Networks
We saw earlier that end systems (PCs, smartphones, Web servers, mail servers, and so on) connectinto the Internet via an access ISP."
683,"The access ISP can provide either wired or wireless connectivity,using an array of access technologies including DSL, cable, FTTH, Wi-Fi, and cellular."
684,"Note that theaccess ISP does not have to be a telco or a cable company; instead it can be, for example, a university(providing Internet access to students, staff, and faculty), or a company (providing access for its
employees)."
685,"But connecting end users and content providers into an access ISP is only a small piece of
solving the puzzle of connecting the billions of end systems that make up the Internet."
686,"To complete this
puzzle, the access ISPs themselves must be interconnected."
687,"This is done by creating a network of
networks—understanding this phrase is the key to understanding the Internet."
688,"Over the years, the network of networks that forms the Internet has evolved into a very complex
structure."
689,"Much of this evolution is driven by economics and national policy, rather than by performanceconsiderations."
690,"In order to understand today’s Internet network structure, let’s incrementally build a
series of network structures, with each new structure being a better approximation of the complex
Internet that we have today."
691,Recall that the overarching goal is to interconnect the access ISPs so thatall end systems can send packets to each other.
692,"One naive approach would be to have each access
ISP directly connect with every other access ISP."
693,"Such a mesh design is, of course, much too costly for
the access ISPs, as it would require each access ISP to have a separate communication link to each of
the hundreds of thousands of other access ISPs all over the world.Our first network structure, Network Structure 1, interconnects all of the access ISPs with a single  global
transit ISP."
694,"Our (imaginary) global transit ISP is a network of routers and communication links that not
only spans the globe, but also has at least one router near each of the hundreds of thousands of access
ISPs. Of course, it would be very costly for the global ISP to build such an extensive network."
